Classification,Clustering,Classifier_Accuracy,Clustering_Accuracy,constant_threshold,correlation_threshold,resampling,feature_selection_k
Kernel SVM (sigmoid),DBScan,0.4957805907172996,0.21518987341772153,0.9,0.7,False,64
K Nearest Neighbors,KMeans,0.5,0.41561181434599154,0.9,0.7,False,128
K Nearest Neighbors,DBScan,0.5,0.26582278481012656,0.9,0.7,False,128
Neural Network,KMeans,0.43881856540084385,0.38185654008438813,0.9,0.7,False,128
Neural Network,DBScan,0.43881856540084385,0.2742616033755274,0.9,0.7,False,128
Random Forest,KMeans,0.6033755274261604,0.43881856540084385,0.9,0.7,False,128
Random Forest,DBScan,0.6033755274261604,0.19831223628691985,0.9,0.7,False,128
Kernel SVM (linear),KMeans,0.5147679324894514,0.3881856540084388,0.9,0.7,False,128
Kernel SVM (linear),DBScan,0.5147679324894514,0.17721518987341775,0.9,0.7,False,128
Kernel SVM (poly),KMeans,0.4535864978902953,0.3143459915611814,0.9,0.7,False,128
Kernel SVM (poly),DBScan,0.4535864978902953,0.12869198312236288,0.9,0.7,False,128
Kernel SVM (rbf),KMeans,0.5780590717299577,0.409282700421941,0.9,0.7,False,128
Kernel SVM (rbf),DBScan,0.5780590717299577,0.18565400843881855,0.9,0.7,False,128
Kernel SVM (sigmoid),KMeans,0.5168776371308018,0.3755274261603376,0.9,0.7,False,128
Kernel SVM (sigmoid),DBScan,0.5168776371308018,0.20464135021097044,0.9,0.7,False,128
K Nearest Neighbors,KMeans,0.5,0.4050632911392405,0.9,0.7,False,256
K Nearest Neighbors,DBScan,0.5,0.26582278481012656,0.9,0.7,False,256
Neural Network,KMeans,0.40295358649789037,0.35232067510548526,0.9,0.7,False,256
Neural Network,DBScan,0.40295358649789037,0.27848101265822783,0.9,0.7,False,256
Random Forest,KMeans,0.5864978902953587,0.43037974683544306,0.9,0.7,False,256
Random Forest,DBScan,0.5864978902953587,0.189873417721519,0.9,0.7,False,256
Kernel SVM (linear),KMeans,0.5147679324894515,0.38396624472573837,0.9,0.7,False,256
Kernel SVM (linear),DBScan,0.5147679324894515,0.189873417721519,0.9,0.7,False,256
Kernel SVM (poly),KMeans,0.44725738396624476,0.30168776371308015,0.9,0.7,False,256
Kernel SVM (poly),DBScan,0.44725738396624476,0.12658227848101267,0.9,0.7,False,256
Kernel SVM (rbf),KMeans,0.6033755274261603,0.43248945147679324,0.9,0.7,False,256
Kernel SVM (rbf),DBScan,0.6033755274261603,0.19620253164556964,0.9,0.7,False,256
Kernel SVM (sigmoid),KMeans,0.5168776371308016,0.39029535864978904,0.9,0.7,False,256
Kernel SVM (sigmoid),DBScan,0.5168776371308016,0.20464135021097044,0.9,0.7,False,256
K Nearest Neighbors,KMeans,0.48101265822784817,0.36919831223628696,0.9,0.8,True,16
K Nearest Neighbors,DBScan,0.48101265822784817,0.31645569620253167,0.9,0.8,True,16
Neural Network,KMeans,0.339662447257384,0.31856540084388185,0.9,0.8,True,16
Neural Network,DBScan,0.339662447257384,0.2911392405063291,0.9,0.8,True,16
Random Forest,KMeans,0.5274261603375527,0.4029535864978902,0.9,0.8,True,16
Random Forest,DBScan,0.5274261603375527,0.3523206751054852,0.9,0.8,True,16
Kernel SVM (linear),KMeans,0.4113924050632911,0.3691983122362869,0.9,0.8,True,16
Kernel SVM (linear),DBScan,0.4113924050632911,0.2995780590717299,0.9,0.8,True,16
Kernel SVM (poly),KMeans,0.39873417721518983,0.31856540084388185,0.9,0.8,True,16
Kernel SVM (poly),DBScan,0.39873417721518983,0.2742616033755274,0.9,0.8,True,16
Kernel SVM (rbf),KMeans,0.5147679324894514,0.4219409282700422,0.9,0.8,True,16
Kernel SVM (rbf),DBScan,0.5147679324894514,0.38396624472573837,0.9,0.8,True,16
Kernel SVM (sigmoid),KMeans,0.4746835443037975,0.36919831223628696,0.9,0.8,True,16
Kernel SVM (sigmoid),DBScan,0.4746835443037975,0.3227848101265823,0.9,0.8,True,16
K Nearest Neighbors,KMeans,0.48101265822784817,0.3649789029535864,0.9,0.8,True,32
K Nearest Neighbors,DBScan,0.48101265822784817,0.18354430379746836,0.9,0.8,True,32
Neural Network,KMeans,0.3924050632911393,0.36075949367088606,0.9,0.8,True,32
Neural Network,DBScan,0.3924050632911393,0.3059071729957806,0.9,0.8,True,32
Random Forest,KMeans,0.5780590717299577,0.4177215189873418,0.9,0.8,True,32
Random Forest,DBScan,0.5780590717299577,0.24472573839662448,0.9,0.8,True,32
Kernel SVM (linear),KMeans,0.419831223628692,0.33544303797468356,0.9,0.8,True,32
Kernel SVM (linear),DBScan,0.419831223628692,0.24261603375527427,0.9,0.8,True,32
Kernel SVM (poly),KMeans,0.40717299578059074,0.310126582278481,0.9,0.8,True,32
Kernel SVM (poly),DBScan,0.40717299578059074,0.18354430379746836,0.9,0.8,True,32
Kernel SVM (rbf),KMeans,0.48945147679324896,0.4050632911392405,0.9,0.8,True,32
Kernel SVM (rbf),DBScan,0.48945147679324896,0.33544303797468356,0.9,0.8,True,32
Kernel SVM (sigmoid),KMeans,0.3966244725738397,0.3270042194092827,0.9,0.8,True,32
Kernel SVM (sigmoid),DBScan,0.3966244725738397,0.20042194092827004,0.9,0.8,True,32
K Nearest Neighbors,KMeans,0.37341772151898733,0.2848101265822785,0.9,0.8,True,64
K Nearest Neighbors,DBScan,0.37341772151898733,0.08227848101265822,0.9,0.8,True,64
Neural Network,KMeans,0.39662447257383965,0.3628691983122363,0.9,0.8,True,64
Neural Network,DBScan,0.39662447257383965,0.2827004219409283,0.9,0.8,True,64
Random Forest,KMeans,0.5464135021097046,0.38185654008438813,0.9,0.8,True,64
Random Forest,DBScan,0.5464135021097046,0.14135021097046413,0.9,0.8,True,64
Kernel SVM (linear),KMeans,0.48101265822784817,0.419831223628692,0.9,0.8,True,64
Kernel SVM (linear),DBScan,0.48101265822784817,0.2995780590717299,0.9,0.8,True,64
Kernel SVM (poly),KMeans,0.3417721518987342,0.2721518987341772,0.9,0.8,True,64
Kernel SVM (poly),DBScan,0.3417721518987342,0.17088607594936708,0.9,0.8,True,64
Kernel SVM (rbf),KMeans,0.5168776371308016,0.4367088607594936,0.9,0.8,True,64
Kernel SVM (rbf),DBScan,0.5168776371308016,0.28902953586497887,0.9,0.8,True,64
Kernel SVM (sigmoid),KMeans,0.4219409282700422,0.3459915611814346,0.9,0.8,True,64
Kernel SVM (sigmoid),DBScan,0.4219409282700422,0.18354430379746836,0.9,0.8,True,64
K Nearest Neighbors,KMeans,0.41139240506329117,0.3016877637130802,0.9,0.8,True,128
K Nearest Neighbors,DBScan,0.41139240506329117,0.0759493670886076,0.9,0.8,True,128
Neural Network,KMeans,0.4008438818565401,0.34388185654008435,0.9,0.8,True,128
Neural Network,DBScan,0.4008438818565401,0.25738396624472576,0.9,0.8,True,128
Random Forest,KMeans,0.5780590717299577,0.39451476793248946,0.9,0.8,True,128
Random Forest,DBScan,0.5780590717299577,0.13713080168776373,0.9,0.8,True,128
Kernel SVM (linear),KMeans,0.5253164556962026,0.4367088607594936,0.9,0.8,True,128
Kernel SVM (linear),DBScan,0.5253164556962026,0.2827004219409283,0.9,0.8,True,128
Kernel SVM (poly),KMeans,0.40084388185654013,0.3649789029535864,0.9,0.8,True,128
Kernel SVM (poly),DBScan,0.40084388185654013,0.29324894514767935,0.9,0.8,True,128
Kernel SVM (rbf),KMeans,0.3755274261603376,0.350210970464135,0.9,0.8,True,128
Kernel SVM (rbf),DBScan,0.3755274261603376,0.2995780590717299,0.9,0.8,True,128
Kernel SVM (sigmoid),KMeans,0.4367088607594936,0.35232067510548526,0.9,0.8,True,128
Kernel SVM (sigmoid),DBScan,0.4367088607594936,0.17088607594936708,0.9,0.8,True,128
K Nearest Neighbors,KMeans,0.4367088607594936,0.2995780590717299,0.9,0.8,True,256
K Nearest Neighbors,DBScan,0.4367088607594936,0.056962025316455694,0.9,0.8,True,256
Neural Network,KMeans,0.3713080168776372,0.33544303797468356,0.9,0.8,True,256
Neural Network,DBScan,0.3713080168776372,0.2531645569620253,0.9,0.8,True,256
Random Forest,KMeans,0.5379746835443039,0.3270042194092827,0.9,0.8,True,256
Random Forest,DBScan,0.5379746835443039,0.09915611814345993,0.9,0.8,True,256
Kernel SVM (linear),KMeans,0.5253164556962026,0.4367088607594936,0.9,0.8,True,256
Kernel SVM (linear),DBScan,0.5253164556962026,0.29324894514767935,0.9,0.8,True,256
Kernel SVM (poly),KMeans,0.379746835443038,0.34388185654008435,0.9,0.8,True,256
Kernel SVM (poly),DBScan,0.379746835443038,0.27637130801687765,0.9,0.8,True,256
Kernel SVM (rbf),KMeans,0.34388185654008435,0.3333333333333333,0.9,0.8,True,256
Kernel SVM (rbf),DBScan,0.34388185654008435,0.2995780590717299,0.9,0.8,True,256
Kernel SVM (sigmoid),KMeans,0.40928270042194087,0.339662447257384,0.9,0.8,True,256
Kernel SVM (sigmoid),DBScan,0.40928270042194087,0.19620253164556964,0.9,0.8,True,256
K Nearest Neighbors,KMeans,0.45569620253164556,0.36075949367088606,0.9,0.8,False,16
K Nearest Neighbors,DBScan,0.45569620253164556,0.3037974683544304,0.9,0.8,False,16
Neural Network,KMeans,0.4029535864978903,0.3544303797468354,0.9,0.8,False,16
Neural Network,DBScan,0.4029535864978903,0.3227848101265823,0.9,0.8,False,16
Random Forest,KMeans,0.5675105485232067,0.4113924050632911,0.9,0.8,False,16
Random Forest,DBScan,0.5675105485232067,0.38185654008438824,0.9,0.8,False,16
Kernel SVM (linear),KMeans,0.5042194092827005,0.379746835443038,0.9,0.8,False,16
Kernel SVM (linear),DBScan,0.5042194092827005,0.3459915611814346,0.9,0.8,False,16
Kernel SVM (poly),KMeans,0.4493670886075949,0.339662447257384,0.9,0.8,False,16
Kernel SVM (poly),DBScan,0.4493670886075949,0.2721518987341772,0.9,0.8,False,16
Kernel SVM (rbf),KMeans,0.5611814345991561,0.41139240506329117,0.9,0.8,False,16
Kernel SVM (rbf),DBScan,0.5611814345991561,0.37763713080168776,0.9,0.8,False,16
Kernel SVM (sigmoid),KMeans,0.5063291139240507,0.36497890295358654,0.9,0.8,False,16
Kernel SVM (sigmoid),DBScan,0.5063291139240507,0.3417721518987342,0.9,0.8,False,16
K Nearest Neighbors,KMeans,0.46835443037974683,0.36708860759493667,0.9,0.8,False,32
K Nearest Neighbors,DBScan,0.46835443037974683,0.2848101265822785,0.9,0.8,False,32
Neural Network,KMeans,0.3966244725738397,0.36919831223628696,0.9,0.8,False,32
Neural Network,DBScan,0.3966244725738397,0.3016877637130802,0.9,0.8,False,32
Random Forest,KMeans,0.559071729957806,0.409282700421941,0.9,0.8,False,32
Random Forest,DBScan,0.559071729957806,0.26371308016877637,0.9,0.8,False,32
Kernel SVM (linear),KMeans,0.5232067510548523,0.39029535864978904,0.9,0.8,False,32
Kernel SVM (linear),DBScan,0.5232067510548523,0.23839662447257384,0.9,0.8,False,32
Kernel SVM (poly),KMeans,0.48523206751054854,0.3459915611814346,0.9,0.8,False,32
Kernel SVM (poly),DBScan,0.48523206751054854,0.17088607594936708,0.9,0.8,False,32
Kernel SVM (rbf),KMeans,0.580168776371308,0.4219409282700422,0.9,0.8,False,32
Kernel SVM (rbf),DBScan,0.580168776371308,0.26582278481012656,0.9,0.8,False,32
Kernel SVM (sigmoid),KMeans,0.4957805907172996,0.379746835443038,0.9,0.8,False,32
Kernel SVM (sigmoid),DBScan,0.4957805907172996,0.24050632911392408,0.9,0.8,False,32
K Nearest Neighbors,KMeans,0.4873417721518987,0.38185654008438813,0.9,0.8,False,64
K Nearest Neighbors,DBScan,0.4873417721518987,0.25316455696202533,0.9,0.8,False,64
Neural Network,KMeans,0.41350210970464135,0.3755274261603376,0.9,0.8,False,64
Neural Network,DBScan,0.41350210970464135,0.2848101265822785,0.9,0.8,False,64
Random Forest,KMeans,0.5780590717299577,0.42405063291139244,0.9,0.8,False,64
Random Forest,DBScan,0.5780590717299577,0.21729957805907174,0.9,0.8,False,64
Kernel SVM (linear),KMeans,0.5780590717299577,0.4261603375527426,0.9,0.8,False,64
Kernel SVM (linear),DBScan,0.5780590717299577,0.19198312236286919,0.9,0.8,False,64
Kernel SVM (poly),KMeans,0.4767932489451477,0.35864978902953587,0.9,0.8,False,64
Kernel SVM (poly),DBScan,0.4767932489451477,0.1940928270042194,0.9,0.8,False,64
Kernel SVM (rbf),KMeans,0.5675105485232068,0.42405063291139244,0.9,0.8,False,64
Kernel SVM (rbf),DBScan,0.5675105485232068,0.20675105485232068,0.9,0.8,False,64
Kernel SVM (sigmoid),KMeans,0.4746835443037975,0.350210970464135,0.9,0.8,False,64
Kernel SVM (sigmoid),DBScan,0.4746835443037975,0.21308016877637134,0.9,0.8,False,64
K Nearest Neighbors,KMeans,0.48101265822784817,0.4050632911392405,0.9,0.8,False,128
K Nearest Neighbors,DBScan,0.48101265822784817,0.25949367088607594,0.9,0.8,False,128
Neural Network,KMeans,0.4113924050632911,0.36497890295358654,0.9,0.8,False,128
Neural Network,DBScan,0.4113924050632911,0.27848101265822783,0.9,0.8,False,128
Random Forest,KMeans,0.6160337552742616,0.4409282700421941,0.9,0.8,False,128
Random Forest,DBScan,0.6160337552742616,0.2046413502109705,0.9,0.8,False,128
Kernel SVM (linear),KMeans,0.5253164556962026,0.3881856540084388,0.9,0.8,False,128
Kernel SVM (linear),DBScan,0.5253164556962026,0.19831223628691985,0.9,0.8,False,128
Kernel SVM (poly),KMeans,0.5063291139240507,0.36497890295358654,0.9,0.8,False,128
Kernel SVM (poly),DBScan,0.5063291139240507,0.14767932489451477,0.9,0.8,False,128
Kernel SVM (rbf),KMeans,0.5907172995780591,0.4113924050632911,0.9,0.8,False,128
Kernel SVM (rbf),DBScan,0.5907172995780591,0.20464135021097044,0.9,0.8,False,128
Kernel SVM (sigmoid),KMeans,0.4831223628691983,0.36075949367088606,0.9,0.8,False,128
Kernel SVM (sigmoid),DBScan,0.4831223628691983,0.20042194092827004,0.9,0.8,False,128
K Nearest Neighbors,KMeans,0.48101265822784817,0.39662447257383965,0.9,0.8,False,256
K Nearest Neighbors,DBScan,0.48101265822784817,0.25949367088607594,0.9,0.8,False,256
Neural Network,KMeans,0.4177215189873418,0.37763713080168776,0.9,0.8,False,256
Neural Network,DBScan,0.4177215189873418,0.27637130801687765,0.9,0.8,False,256
Random Forest,KMeans,0.5970464135021097,0.43248945147679324,0.9,0.8,False,256
Random Forest,DBScan,0.5970464135021097,0.19831223628691985,0.9,0.8,False,256
Kernel SVM (linear),KMeans,0.5316455696202531,0.4029535864978903,0.9,0.8,False,256
Kernel SVM (linear),DBScan,0.5316455696202531,0.20464135021097044,0.9,0.8,False,256
Kernel SVM (poly),KMeans,0.4620253164556962,0.35232067510548526,0.9,0.8,False,256
Kernel SVM (poly),DBScan,0.4620253164556962,0.1687763713080169,0.9,0.8,False,256
Kernel SVM (rbf),KMeans,0.5907172995780591,0.4261603375527426,0.9,0.8,False,256
Kernel SVM (rbf),DBScan,0.5907172995780591,0.20042194092827004,0.9,0.8,False,256
Kernel SVM (sigmoid),KMeans,0.48523206751054854,0.36497890295358654,0.9,0.8,False,256
Kernel SVM (sigmoid),DBScan,0.48523206751054854,0.21518987341772153,0.9,0.8,False,256
K Nearest Neighbors,KMeans,0.43037974683544306,0.31645569620253167,0.9,0.9,True,16
K Nearest Neighbors,DBScan,0.43037974683544306,0.2911392405063291,0.9,0.9,True,16
Neural Network,KMeans,0.3734177215189874,0.34388185654008435,0.9,0.9,True,16
Neural Network,DBScan,0.3734177215189874,0.31856540084388185,0.9,0.9,True,16
Random Forest,KMeans,0.5147679324894515,0.39873417721518983,0.9,0.9,True,16
Random Forest,DBScan,0.5147679324894515,0.34810126582278483,0.9,0.9,True,16
Kernel SVM (linear),KMeans,0.43248945147679324,0.3523206751054852,0.9,0.9,True,16
Kernel SVM (linear),DBScan,0.43248945147679324,0.32489451476793246,0.9,0.9,True,16
Kernel SVM (poly),KMeans,0.34388185654008435,0.2679324894514768,0.9,0.9,True,16
Kernel SVM (poly),DBScan,0.34388185654008435,0.22784810126582278,0.9,0.9,True,16
Kernel SVM (rbf),KMeans,0.41561181434599154,0.35864978902953587,0.9,0.9,True,16
Kernel SVM (rbf),DBScan,0.41561181434599154,0.3291139240506329,0.9,0.9,True,16
Kernel SVM (sigmoid),KMeans,0.48101265822784817,0.37341772151898733,0.9,0.9,True,16
Kernel SVM (sigmoid),DBScan,0.48101265822784817,0.3417721518987342,0.9,0.9,True,16
K Nearest Neighbors,KMeans,0.46835443037974683,0.31645569620253167,0.9,0.9,True,32
K Nearest Neighbors,DBScan,0.46835443037974683,0.1518987341772152,0.9,0.9,True,32
Neural Network,KMeans,0.3860759493670886,0.34810126582278483,0.9,0.9,True,32
Neural Network,DBScan,0.3860759493670886,0.29957805907173,0.9,0.9,True,32
Random Forest,KMeans,0.5337552742616033,0.34388185654008446,0.9,0.9,True,32
Random Forest,DBScan,0.5337552742616033,0.22784810126582278,0.9,0.9,True,32
Kernel SVM (linear),KMeans,0.41350210970464135,0.3227848101265823,0.9,0.9,True,32
Kernel SVM (linear),DBScan,0.41350210970464135,0.22573839662447256,0.9,0.9,True,32
Kernel SVM (poly),KMeans,0.379746835443038,0.2911392405063291,0.9,0.9,True,32
Kernel SVM (poly),DBScan,0.379746835443038,0.14978902953586498,0.9,0.9,True,32
Kernel SVM (rbf),KMeans,0.44936708860759494,0.3881856540084388,0.9,0.9,True,32
Kernel SVM (rbf),DBScan,0.44936708860759494,0.3291139240506329,0.9,0.9,True,32
Kernel SVM (sigmoid),KMeans,0.40717299578059074,0.3206751054852321,0.9,0.9,True,32
Kernel SVM (sigmoid),DBScan,0.40717299578059074,0.1751054852320675,0.9,0.9,True,32
K Nearest Neighbors,KMeans,0.4430379746835443,0.31223628691983124,0.9,0.9,True,64
K Nearest Neighbors,DBScan,0.4430379746835443,0.0759493670886076,0.9,0.9,True,64
Neural Network,KMeans,0.38396624472573837,0.34810126582278483,0.9,0.9,True,64
Neural Network,DBScan,0.38396624472573837,0.2805907172995781,0.9,0.9,True,64
Random Forest,KMeans,0.5485232067510548,0.3544303797468354,0.9,0.9,True,64
Random Forest,DBScan,0.5485232067510548,0.16244725738396623,0.9,0.9,True,64
Kernel SVM (linear),KMeans,0.40928270042194087,0.3417721518987342,0.9,0.9,True,64
Kernel SVM (linear),DBScan,0.40928270042194087,0.26582278481012656,0.9,0.9,True,64
Kernel SVM (poly),KMeans,0.3755274261603376,0.3059071729957806,0.9,0.9,True,64
Kernel SVM (poly),DBScan,0.3755274261603376,0.2172995780590717,0.9,0.9,True,64
Kernel SVM (rbf),KMeans,0.3881856540084388,0.34388185654008435,0.9,0.9,True,64
Kernel SVM (rbf),DBScan,0.3881856540084388,0.27637130801687765,0.9,0.9,True,64
Kernel SVM (sigmoid),KMeans,0.43248945147679324,0.3375527426160338,0.9,0.9,True,64
Kernel SVM (sigmoid),DBScan,0.43248945147679324,0.1540084388185654,0.9,0.9,True,64
K Nearest Neighbors,KMeans,0.41139240506329117,0.2742616033755274,0.9,0.9,True,128
K Nearest Neighbors,DBScan,0.41139240506329117,0.08227848101265822,0.9,0.9,True,128
Neural Network,KMeans,0.41350210970464135,0.3628691983122363,0.9,0.9,True,128
Neural Network,DBScan,0.41350210970464135,0.2805907172995781,0.9,0.9,True,128
Random Forest,KMeans,0.5632911392405063,0.36497890295358654,0.9,0.9,True,128
Random Forest,DBScan,0.5632911392405063,0.12236286919831224,0.9,0.9,True,128
Kernel SVM (linear),KMeans,0.470464135021097,0.39873417721518983,0.9,0.9,True,128
Kernel SVM (linear),DBScan,0.470464135021097,0.29957805907173,0.9,0.9,True,128
Kernel SVM (poly),KMeans,0.39873417721518994,0.3270042194092827,0.9,0.9,True,128
Kernel SVM (poly),DBScan,0.39873417721518994,0.24261603375527427,0.9,0.9,True,128
Kernel SVM (rbf),KMeans,0.5168776371308016,0.4177215189873418,0.9,0.9,True,128
Kernel SVM (rbf),DBScan,0.5168776371308016,0.28902953586497887,0.9,0.9,True,128
Kernel SVM (sigmoid),KMeans,0.4050632911392405,0.3037974683544304,0.9,0.9,True,128
Kernel SVM (sigmoid),DBScan,0.4050632911392405,0.1729957805907173,0.9,0.9,True,128
K Nearest Neighbors,KMeans,0.4367088607594936,0.2805907172995781,0.9,0.9,True,256
K Nearest Neighbors,DBScan,0.4367088607594936,0.06962025316455696,0.9,0.9,True,256
Neural Network,KMeans,0.4282700421940928,0.37552742616033763,0.9,0.9,True,256
Neural Network,DBScan,0.4282700421940928,0.2805907172995781,0.9,0.9,True,256
Random Forest,KMeans,0.550632911392405,0.36919831223628696,0.9,0.9,True,256
Random Forest,DBScan,0.550632911392405,0.0970464135021097,0.9,0.9,True,256
Kernel SVM (linear),KMeans,0.49367088607594933,0.4367088607594936,0.9,0.9,True,256
Kernel SVM (linear),DBScan,0.49367088607594933,0.30168776371308015,0.9,0.9,True,256
Kernel SVM (poly),KMeans,0.4050632911392405,0.35654008438818563,0.9,0.9,True,256
Kernel SVM (poly),DBScan,0.4050632911392405,0.2848101265822785,0.9,0.9,True,256
Kernel SVM (rbf),KMeans,0.4113924050632911,0.3649789029535864,0.9,0.9,True,256
Kernel SVM (rbf),DBScan,0.4113924050632911,0.2848101265822785,0.9,0.9,True,256
Kernel SVM (sigmoid),KMeans,0.34810126582278483,0.27637130801687765,0.9,0.9,True,256
Kernel SVM (sigmoid),DBScan,0.34810126582278483,0.14978902953586498,0.9,0.9,True,256
K Nearest Neighbors,KMeans,0.45569620253164556,0.3628691983122363,0.9,0.9,False,16
K Nearest Neighbors,DBScan,0.45569620253164556,0.3291139240506329,0.9,0.9,False,16
Neural Network,KMeans,0.4240506329113924,0.3713080168776371,0.9,0.9,False,16
Neural Network,DBScan,0.4240506329113924,0.350210970464135,0.9,0.9,False,16
Random Forest,KMeans,0.5063291139240507,0.3417721518987342,0.9,0.9,False,16
Random Forest,DBScan,0.5063291139240507,0.3037974683544304,0.9,0.9,False,16
Kernel SVM (linear),KMeans,0.45569620253164556,0.34388185654008435,0.9,0.9,False,16
Kernel SVM (linear),DBScan,0.45569620253164556,0.3143459915611814,0.9,0.9,False,16
Kernel SVM (poly),KMeans,0.5084388185654009,0.32700421940928265,0.9,0.9,False,16
Kernel SVM (poly),DBScan,0.5084388185654009,0.3080168776371308,0.9,0.9,False,16
Kernel SVM (rbf),KMeans,0.5232067510548523,0.3691983122362869,0.9,0.9,False,16
Kernel SVM (rbf),DBScan,0.5232067510548523,0.3291139240506329,0.9,0.9,False,16
Kernel SVM (sigmoid),KMeans,0.5147679324894514,0.35654008438818563,0.9,0.9,False,16
Kernel SVM (sigmoid),DBScan,0.5147679324894514,0.32489451476793246,0.9,0.9,False,16
K Nearest Neighbors,KMeans,0.4430379746835443,0.35654008438818563,0.9,0.9,False,32
K Nearest Neighbors,DBScan,0.4430379746835443,0.2721518987341772,0.9,0.9,False,32
Neural Network,KMeans,0.41350210970464135,0.3628691983122363,0.9,0.9,False,32
Neural Network,DBScan,0.41350210970464135,0.2974683544303797,0.9,0.9,False,32
Random Forest,KMeans,0.5379746835443038,0.37341772151898733,0.9,0.9,False,32
Random Forest,DBScan,0.5379746835443038,0.2510548523206751,0.9,0.9,False,32
Kernel SVM (linear),KMeans,0.45147679324894513,0.3270042194092827,0.9,0.9,False,32
Kernel SVM (linear),DBScan,0.45147679324894513,0.1940928270042194,0.9,0.9,False,32
Kernel SVM (poly),KMeans,0.48101265822784806,0.37763713080168776,0.9,0.9,False,32
Kernel SVM (poly),DBScan,0.48101265822784806,0.23417721518987342,0.9,0.9,False,32
Kernel SVM (rbf),KMeans,0.5506329113924051,0.38185654008438813,0.9,0.9,False,32
Kernel SVM (rbf),DBScan,0.5506329113924051,0.2721518987341772,0.9,0.9,False,32
Kernel SVM (sigmoid),KMeans,0.4831223628691983,0.3375527426160338,0.9,0.9,False,32
Kernel SVM (sigmoid),DBScan,0.4831223628691983,0.23206751054852323,0.9,0.9,False,32
K Nearest Neighbors,KMeans,0.43037974683544306,0.3544303797468354,0.9,0.9,False,64
K Nearest Neighbors,DBScan,0.43037974683544306,0.25949367088607594,0.9,0.9,False,64
Neural Network,KMeans,0.4008438818565401,0.3628691983122363,0.9,0.9,False,64
Neural Network,DBScan,0.4008438818565401,0.2911392405063291,0.9,0.9,False,64
Random Forest,KMeans,0.5717299578059073,0.39451476793248946,0.9,0.9,False,64
Random Forest,DBScan,0.5717299578059073,0.20675105485232068,0.9,0.9,False,64
Kernel SVM (linear),KMeans,0.5168776371308016,0.3713080168776372,0.9,0.9,False,64
Kernel SVM (linear),DBScan,0.5168776371308016,0.1940928270042194,0.9,0.9,False,64
Kernel SVM (poly),KMeans,0.4767932489451477,0.3333333333333333,0.9,0.9,False,64
Kernel SVM (poly),DBScan,0.4767932489451477,0.20253164556962025,0.9,0.9,False,64
Kernel SVM (rbf),KMeans,0.5675105485232067,0.4050632911392405,0.9,0.9,False,64
Kernel SVM (rbf),DBScan,0.5675105485232067,0.2130801687763713,0.9,0.9,False,64
Kernel SVM (sigmoid),KMeans,0.4219409282700422,0.3059071729957806,0.9,0.9,False,64
Kernel SVM (sigmoid),DBScan,0.4219409282700422,0.19198312236286919,0.9,0.9,False,64
K Nearest Neighbors,KMeans,0.4620253164556962,0.37341772151898733,0.9,0.9,False,128
K Nearest Neighbors,DBScan,0.4620253164556962,0.25949367088607594,0.9,0.9,False,128
Neural Network,KMeans,0.3860759493670886,0.3375527426160338,0.9,0.9,False,128
Neural Network,DBScan,0.3860759493670886,0.26371308016877637,0.9,0.9,False,128
Random Forest,KMeans,0.5780590717299579,0.42405063291139244,0.9,0.9,False,128
Random Forest,DBScan,0.5780590717299579,0.19198312236286919,0.9,0.9,False,128
Kernel SVM (linear),KMeans,0.49789029535864976,0.3713080168776371,0.9,0.9,False,128
Kernel SVM (linear),DBScan,0.49789029535864976,0.2088607594936709,0.9,0.9,False,128
Kernel SVM (poly),KMeans,0.43881856540084385,0.32489451476793246,0.9,0.9,False,128
Kernel SVM (poly),DBScan,0.43881856540084385,0.189873417721519,0.9,0.9,False,128
Kernel SVM (rbf),KMeans,0.5843881856540084,0.4113924050632911,0.9,0.9,False,128
Kernel SVM (rbf),DBScan,0.5843881856540084,0.2088607594936709,0.9,0.9,False,128
Kernel SVM (sigmoid),KMeans,0.47257383966244726,0.350210970464135,0.9,0.9,False,128
Kernel SVM (sigmoid),DBScan,0.47257383966244726,0.2088607594936709,0.9,0.9,False,128
K Nearest Neighbors,KMeans,0.48101265822784817,0.3924050632911393,0.9,0.9,False,256
K Nearest Neighbors,DBScan,0.48101265822784817,0.26582278481012656,0.9,0.9,False,256
Neural Network,KMeans,0.39029535864978904,0.350210970464135,0.9,0.9,False,256
Neural Network,DBScan,0.39029535864978904,0.27637130801687765,0.9,0.9,False,256
Random Forest,KMeans,0.5780590717299577,0.40084388185654013,0.9,0.9,False,256
Random Forest,DBScan,0.5780590717299577,0.1877637130801688,0.9,0.9,False,256
Kernel SVM (linear),KMeans,0.5189873417721519,0.4029535864978903,0.9,0.9,False,256
Kernel SVM (linear),DBScan,0.5189873417721519,0.21940928270042193,0.9,0.9,False,256
Kernel SVM (poly),KMeans,0.4219409282700422,0.3080168776371308,0.9,0.9,False,256
Kernel SVM (poly),DBScan,0.4219409282700422,0.16244725738396623,0.9,0.9,False,256
Kernel SVM (rbf),KMeans,0.5632911392405063,0.4261603375527427,0.9,0.9,False,256
Kernel SVM (rbf),DBScan,0.5632911392405063,0.2109704641350211,0.9,0.9,False,256
Kernel SVM (sigmoid),KMeans,0.4578059071729958,0.33544303797468356,0.9,0.9,False,256
Kernel SVM (sigmoid),DBScan,0.4578059071729958,0.189873417721519,0.9,0.9,False,256
